UserTag,TweetId,ReplyToTweetId,TimeStamp
deniseramirez,TmOCnC,PUBz,2021-05-02
teresacollins,LKDRB,NiJfy,2022-08-28
baldwindamon,dwmtiA,qyrpglWzv,2023-10-04
dylan77,uvdMQpo,de,2023-08-31
brett84,khPP,uOj,2022-05-30
hinestyler,mJB,xtRwmi,2020-03-03
mclaughlinderrick,IZcvdcyDqo,BnlWWAm,2023-12-25
williamschristina,kJvTWPes,EwEhp,2020-11-24
brittany30,pzDtWOc,WySNDl,2021-09-09
hmitchell,nhTq,GS,2023-02-02
briannawaller,EWRBHvgix,Txss,2023-03-16
washingtonkimberly,rAN,NVBYgw,2021-07-04
loganford,IqdDvS,fppSXImM,2022-05-07
ginahernandez,fTWWjgU,fp,2021-08-28
levans,akOgKDVRuO,mHxvzJ,2020-07-07
scott79,hNswFNQod,AmnpeZrVTI,2023-05-14
megan77,EiRDtXv,XttTCxZxrr,2020-09-02
christyhayes,BmWm,AfYkE,2023-03-25
sheila63,Zl,aU,2021-08-23
katherine54,DfWId,czZ,2020-09-22
jbrown,JqbAao,sSjQ,2023-09-03
lozanomelissa,EtiFFV,MglJ,2022-09-04
timothy08,dCRKvtWg,dYg,2022-12-05
josephnewman,kbf,bfRasGDjX,2021-09-23
christopher40,aCUfQE,YDSgyJ,2022-07-20
jameshoward,Kfkl,KrCnmbOqp,2021-12-02
simskaren,vp,gIWvRacqVX,2024-01-28
richard84,NyvXisKuTy,xAJg,2021-11-26
joshuawilcox,PUBz,HMOXZVhRd,2023-06-26
whitedawn,lDqqJjzAK,CdW,2022-03-15
mccannjessica,QZmK,EWefpcm,2023-08-28
rcollier,FSCkXcaTTt,ORWr,2020-07-13
elizabethgill,DdbCtqmm,LPMg,2020-04-26
ryan34,OstaaTWSL,FBoW,2020-02-12
michellehurley,HAKoXPVu,tOdBYzsfgI,2020-04-06
davisdebra,EFaSShp,ujSlAEP,2022-01-31
barnesscott,Op,LzjMb,2021-07-16
brandihernandez,xs,RTHQpzu,2023-04-03
cynthiabecker,uoOYlytY,VXQxl,2023-12-12
englishchristina,ffHzXPNq,ngAS,2020-04-19
richard84,jYJJwig,dsk,2023-02-23
emily05,XHL,lEtz,2023-09-16
richardwilliams,rXOel,AmqHoYm,2021-07-06
james71,xMm,Acw,2020-02-16
zreid,QiYVAYCLd,ccPc,2022-12-06
kathypeterson,IP,RNiLlnIgQR,2020-08-13
slopez,zMu,bHVE,2023-07-03
daniel22,oLzIpfil,SrsRoLMiEN,2022-08-20
ypatel,uIL,AeD,2021-01-06
gaustin,wmk,bna,2020-12-26
christophercampbell,kC,Kct,2022-12-12
ucastro,VkXH,kFz,2022-07-26
dale60,Fri,RkVyag,2021-07-24
juliediaz,op,cjVyu,2021-07-16
mcclurehenry,NiXuUbWQgG,Raerqq,2023-06-15
alexis81,YmcLU,AWtffcOO,2021-05-15
eric26,TbBLSLi,wmGayto,2020-07-15
aaronzimmerman,bl,rtY,2021-07-30
jacobmorris,jSPvAkUBge,DyNEBrwMk,2021-12-06
moniquecole,WSshLw,bhvSL,2023-02-13
patelanthony,IPqoKAUxW,ic,2021-07-05
regina90,LZHwt,ev,2021-06-08
angelacortez,cVLEI,VLkmk,2022-05-01
lorimorrison,EZbA,RHN,2023-05-21
jeffreywatts,dn,HCmMKNQysX,2020-06-02
bradleyowens,lxrDOZaKP,uCcKgdGN,2021-10-17
imitchell,dBowocLf,nengkxMw,2022-04-22
michellehopkins,rOLhRMayzs,RxLhm,2021-05-28
carloliver,reRJ,FFlptH,2023-06-10
harrisonrobyn,ZDkF,kGZWbeZVMR,2021-07-18
yanthony,kUCUeHAk,AvsjPfYjR,2020-04-06
michael95,Zl,TQYXlAp,2023-09-23
millskatie,QeDPUWz,DopuVMZib,2021-05-19
wcarter,Roqjjk,NLWoUrMQ,2021-12-31
smithrodney,ddfbTuf,XzwLhjLa,2023-08-30
fryejavier,CsFsul,bOHD,2020-02-07
dennis07,cvmqEO,wWlIkJctR,2021-03-23
badams,ioIqUMwOpy,NIUtTvuzmP,2023-05-12
cody41,Epc,Dj,2022-06-23
conniebrown,DqZowqskbV,Pc,2021-11-25
lucas75,hFfalFYkE,BEh,2021-12-24
vanessadickerson,Jxi,gQJljorH,2022-03-10
jlopez,FhaAtPd,fCMfoIBoRV,2022-06-14
kreid,khM,yO,2022-01-19
taylorgeorge,KjvyYeber,KNe,2023-05-28
louismiddleton,LoSVgscz,TLS,2020-09-25
emilymoyer,WczhW,ZbaLfGO,2020-07-17
martinezrobert,DTH,oaoZFlGsu,2022-07-14
wwilliams,YvQakYmX,nfpuHD,2024-03-08
tsnyder,yCw,nNvPWaOBF,2023-12-16
yweaver,PhEB,DnAlUbbL,2022-08-19
thompsonjames,ck,MdnkCq,2020-05-17
james48,ADHHLYRm,bR,2020-08-24
eberger,KRHG,eGFsc,2021-09-30
parroyo,DFCeVLvEc,IVySafGrgX,2021-01-09
nataliegibson,ZZdnwmN,RdF,2022-12-28
madisonvasquez,SoVEtlfTPx,mm,2023-03-24
gloverdanielle,lEctQSkGNI,og,2023-06-20
youngkrista,GEFzCWWp,lemHP,2021-08-07
aaronbutler,Gv,EHZkYbljVa,2023-12-10
zimmermanjason,vbktDHw,MpIwOUB,2020-06-04
rcollier,yINipCxiTD,JuT,2021-03-21
cwhite,RUJxnm,bIuZ,2020-07-23
quinntheodore,EWZl,pFzDMW,2023-07-06
bflores,BQuekD,hiNvPbQgqi,2021-08-28
xcarter,DITNu,rXVfX,2022-01-11
chaseburns,aWBuIUcq,hnWJSD,2023-04-29
samanthagriffin,otxvTbcD,JlVS,2022-12-07
melissa33,pcOVWK,trYjWMQffY,2023-03-30
xcarrillo,jClNfJR,FBRAbQRA,2021-03-09
lori91,IBP,GCHMMJHGvf,2023-11-28
brittanylee,tzy,YtJ,2021-04-09
wbarnes,PQAv,lYAhqPLB,2022-11-04
tserrano,xmt,DnvAIpIlo,2023-05-07
amandamitchell,KgK,JoVgnJNkPu,2023-10-23
rebecca86,Pgpm,SKOStGqLoD,2023-03-22
robert93,azHgaKfZ,MLNYFl,2023-06-22
dustinthompson,deE,LjxlUtFH,2021-07-22
mferguson,bFjwyOYj,nR,2023-11-19
jeffery83,FEUelvT,anBtY,2020-02-28
katie43,LUliK,JuT,2021-06-20
frogers,AWhsSUD,PJlLWHThi,2023-05-30
lawsontiffany,YJl,UBj,2021-09-01
christine19,bEmA,rmjaiYu,2023-08-18
wjones,DyhpMRSxz,AyybplsvD,2023-02-18
travis29,qbP,bOHD,2022-11-03
nwalker,PHOkl,RhKYkxQ,2020-03-29
estokes,FGe,JgIhOwMslD,2023-07-11
sking,ApSYb,YDObaqbSyd,2023-06-02
mark57,PJEi,ZqqgIt,2024-03-18
zgomez,kFz,DgFxMyv,2020-01-16
brianrodriguez,wjIepLcqvt,tlMv,2022-12-11
cartergene,UwS,QixP,2024-02-21
richardsonjohn,TFrMkFRnv,WshpTp,2023-09-01
erodriguez,pSDvQTVF,ezZ,2022-10-30
william34,Nwz,kAXrgH,2020-06-30
jonwebster,wrFZj,UoKWzhR,2022-08-07
jennifergreen,OheAnMns,tslUYVE,2024-02-24
lori49,QEwXgxJ,qXR,2021-10-08
tammy07,ARLrhc,QsV,2022-01-22
fitzpatricknicole,gDyMbdt,Ez,2020-05-27
tammy04,RDTHwM,adYHBXo,2022-08-04
joellopez,IrKgr,KgudQei,2022-08-20
thomassusan,dIPinJ,VydvAodo,2021-01-04
owensheather,SYOs,wBQTWyx,2022-07-31
sharon95,QNdYh,lhgbDUbD,2021-01-31
jwatson,BvQsrcaE,XUGwO,2020-04-27
timothydavies,KXMGIHZ,ebuooo,2021-10-04
mclaughlinshaun,Umb,YjOLUFc,2023-07-06
gmcdowell,epU,om,2022-05-09
jmorgan,NoMFsEJJ,OYvdxpH,2020-10-05
smithdavid,yPBOHPGg,sktjAqPoY,2023-02-25
kcochran,pHlYxcBo,aMhEoIN,2020-11-23
johnyoung,PS,AMqc,2022-02-13
sydneymckee,qQaPOWFfC,OYdH,2020-03-20
wmorales,Op,jD,2022-05-06
aaronking,QRXUmbap,CDrJUx,2023-02-26
michaelknight,HdgkOBMb,QcSylsj,2020-09-18
jill14,eukWXqK,cOKliIkWc,2022-08-20
gstrickland,kPCPCyH,cLnBHx,2021-01-04
jenniferlogan,cS,ev,2023-03-21
scottwilson,YCHyzVa,qhY,2021-07-23
thomasjohn,vgvAHpg,WRF,2021-08-31
operry,ZYuXvvO,dTsOGdq,2021-02-03
melissabarker,VmhRoM,UoomW,2022-05-18
moodygabriela,LSBRLyKze,DxOBXz,2024-03-03
amanda16,vpWtzsQUD,RYj,2022-07-06
xbrown,lHOeKQR,MAt,2020-05-18
markwilliams,ndVr,QYGEyFB,2021-05-04
nnichols,pN,mHGTbJ,2023-04-04
jameswright,Dg,ZLTSpXipv,2020-12-02
shannonreed,qNdIgpgm,Se,2023-10-25
williamjohnson,czPnM,woNrQcIke,2022-12-19
sawyermichael,wFPbQLGhb,gSecnkZAzQ,2023-07-14
marie48,mPvtPH,aU,2023-12-14
ramseymichael,Qcgw,qnAK,2023-09-01
catherinenguyen,llTGjjNQF,PPsb,2021-02-25
ecunningham,WUJVo,nXIaslsUK,2023-10-08
pearsonalicia,vfWjVNkQW,BqBJo,2024-03-01
larsonheather,wPkA,gbhhsMXTy,2020-08-27
salinasmichael,GKzaYozvIe,pIX,2021-09-30
davidmoore,GzOLlp,SRPNg,2020-04-17
rodgerswilliam,DgFxMyv,KgtsYPkhg,2023-12-04
wfreeman,UHIuqUDH,vYJxpIhu,2021-08-25
james11,uvd,IoatnRpvu,2022-12-29
uharris,wno,aISdVs,2022-05-26
garciaglen,LCCx,vcBqlZhrO,2023-08-28
guerraalexander,NoMFsEJJ,CH,2020-05-21
theodore37,sMi,YZWZwpD,2022-05-21
johnathanmiller,WOFlWe,rdHq,2022-09-30
obrown,mktyj,wmk,2020-04-27
barrettrobert,UbCaBa,ZDIbW,2020-07-17
andrewhouston,DuXana,vGClwX,2020-04-25
bryan70,Ox,UbTTMX,2020-12-02
kpadilla,Qz,uOG,2023-03-23
misty03,QGDMo,FrvCM,2021-08-22
andrea31,rN,LijIaf,2022-08-19
uoliver,mFJTpI,CoEQFs,2020-07-20
stephaniemartinez,DtneVNTyeH,beRTnsn,2022-02-21
zmcdaniel,SfpOhZ,ieXFjgPKP,2024-02-13
mbond,YOusmE,Fmz,2020-05-26
ronaldowen,GfOPMr,tQNC,2020-11-10
denisewilson,BZYGWCvy,LjxlUtFH,2023-05-29
crystalarellano,JktC,aZFkxMA,2020-04-30
donald95,aJqecZzSDK,chHklMDTSf,2022-05-13
vcochran,DwoRo,qSuiwv,2022-04-28
rwagner,NdnEC,nozO,2022-01-08
brandi44,XbfWHL,GOkYpsAD,2023-05-31
evelynerickson,OTcw,sTS,2022-02-10
brittany97,bwHYyb,wKYKvzwFrp,2023-01-22
howardrobert,ZKQHxW,RTHQpzu,2022-08-29
ashleyhouse,AqjOLvnNF,tttYgIUlU,2021-06-01
mmiller,BSYAi,VESrBW,2021-09-18
wallacekayla,jOIE,DKPOVEjejF,2020-12-20
gregory44,gPSNFiG,EFprlCmC,2023-03-27
salazartoni,Eg,HkeTZQqaqu,2023-05-23
woodsmichael,oKJthaJFxN,akOgKDVRuO,2024-03-29
zmiller,MofcxUPeL,SfpOhZ,2020-10-17
vholland,nyYjiTw,uOG,2024-04-04
zlozano,HHg,bWqqJtQvk,2023-07-29
fsaunders,tmZLrSaljR,nZnMvottS,2020-05-28
greenelindsay,QZluV,pLL,2021-07-04
josephjohnson,qSqg,hocef,2021-07-26
jacob51,KNe,OjvO,2023-01-10
gjenkins,XRadDXu,VEHZpWAjY,2021-08-02
jeffrey21,uj,xeP,2022-04-23
tayloramanda,ap,IydjQSAxUM,2021-08-23
teresalawrence,kjK,lOWHB,2023-06-11
smithjesse,EoMlTbq,rfxiq,2023-02-04
robertcohen,ScgvrsGWI,VXQxl,2024-01-21
jennifer06,BPqcgOuk,NNdCJ,2022-02-20
catherinewilliams,PQgRILqFw,ViUfTG,2023-09-15
johnsonwilliam,GARCGFdkJ,RWNDBYAwo,2021-05-19
michael97,rAEMORm,Ki,2022-12-24
dweaver,vJn,vrX,2023-10-05
lanecindy,PEju,nfSlbaw,2024-03-05
amber97,AIsLxUB,vkVSolqn,2023-12-20
diane75,QsAuFpjIH,lLumrln,2020-12-23
washingtonnoah,qYRalxhl,IZcvdcyDqo,2023-07-14
tracidavis,CICWBSFBTS,sQwEURba,2023-07-21
klopez,wUtYX,QzIYaxy,2020-12-25
thomasdebra,SoVEtlfTPx,vOieJMD,2023-01-23
christina15,ijkiEgHm,AOyJVueKQ,2023-01-18
jackie10,DqZowqskbV,hYTwgDUd,2021-07-31
acampos,kEkHXRROmX,PSVM,2022-06-23
hamptonnicole,NMcdx,PhGDfFY,2021-03-12
davidlin,qyrpglWzv,KkfUOLVdxy,2021-10-10
xmcguire,uYRrtw,BmWm,2021-02-16
munozsergio,hlNmTAoduK,aewZs,2021-03-15
gregory62,FMCS,tENBlMqsPc,2023-12-05
zacharycook,IwrBQ,YWd,2022-06-02
yhill,TiVPAH,vfii,2021-08-27
kstevens,dWTL,PlfQq,2022-10-02
staceynavarro,psGE,ZXTBJiwMyp,2020-11-28
makayla32,FVTwteMcT,HS,2021-03-30
ramosnicholas,Hi,zHOKhw,2023-09-13
aprilayers,QP,RfZUwAnonm,2020-05-12
stoutkylie,dHxP,GwGM,2022-12-29
megananderson,AcEkR,RZqEyuF,2024-01-23
hooverlaurie,OOf,VrjduPMKR,2021-06-07
huberbeverly,GNAPIEsVg,yb,2023-12-09
joshuajohnson,qATy,hYUNmGG,2023-01-19
robertlevy,EPp,xnCAOXvg,2022-11-14
karasteele,JFpkpu,SNIdWW,2020-01-05
thomasangela,hXlSIbx,ybTNsTGgkq,2024-03-07
kirkevans,HxY,tZmFs,2021-01-21
anthonymichael,vFYXN,QfvliZtzmL,2020-10-16
yjuarez,djVTnGcVFW,eAWiLZHjUF,2023-06-13
freysamuel,wXVdEo,EnwjlGE,2020-11-27
roberthaynes,lemHP,IYzhQFF,2022-03-08
rebeccaacosta,ddAJnVd,Ccd,2020-09-30
vanessa95,RkRCuQuK,BwXHEAHckc,2021-10-31
josephray,gdxqx,UHIuqUDH,2021-10-14
uparker,LTaGcOwjj,TLS,2021-04-25
scott84,VYlZh,HkNWn,2021-04-27
regina90,HqfR,Ivde,2024-03-17
robertmartinez,Pmq,PBczzM,2024-02-18
michelle72,FgpvH,Hizw,2023-11-05
taylordavid,OhdLERT,tPyL,2020-03-30
gsmith,tPyL,vwbEJX,2021-11-03
trevorthomas,uFzxQlOB,MPlBw,2020-04-15
kelly95,bppHxzetb,JHL,2022-03-03
hinestyler,kJvTWPes,UeyUMbAiQ,2023-02-22
teresaodonnell,yIbDdL,IFAYG,2021-11-11
ariley,Enk,XPGH,2024-02-27
aaronking,BZYGWCvy,JuT,2023-12-26
ellisonrhonda,WCecYlINV,jOAQSA,2023-03-15
serranoalisha,NP,UpaaaBe,2022-10-19
williamsaaron,hXlSIbx,HmBVN,2020-06-11
wswanson,RRxHpYaN,hwYyhfJsEL,2021-05-06
valenciasarah,mRmnsDqH,IHRQ,2021-02-07
hintontyler,IqYFC,RLPliZYGd,2021-12-19
jamesromero,OYDXmNxmAb,yTfRahwla,2021-11-27
amberlarson,LyyCugMxjo,NZYQKNnxg,2021-07-14
jade60,Ow,LxKHKEMj,2022-08-17
ifox,hK,mWnIesZX,2022-08-17
jennifer31,FlPrDKXvK,mKfoR,2021-10-02
sarahiggins,QsAuFpjIH,UpV,2020-11-06
keithholder,hXlSIbx,saUU,2021-08-13
fsmith,pHxoPTgwkT,PkWTa,2023-04-03
farrelldavid,CdAEGI,DLRtYJu,2022-03-31
elizabethhendrix,oAGkfgXD,nIu,2021-06-12
westjohn,Is,oCPX,2023-08-26
monicasmith,MAt,xsq,2023-12-05
tyler58,QJSP,EIWNwvDWmG,2020-10-06
eric26,sF,ZtyXV,2022-09-16
dwilliams,vTS,jOSe,2023-08-04
erika87,Rv,zJ,2023-11-20
rgolden,hoKzdj,rYUcc,2023-01-17
gdavis,yrkpzb,GRO,2023-07-02
charles12,BKGFuq,eid,2023-04-15
timothylee,lQNiMCysBj,RfDLXyy,2023-01-02
sanderstracy,fbA,LyyCugMxjo,2023-11-15
blankenshipmichelle,wyDwVS,MYIJ,2021-08-11
stacycook,PhZJUgXpm,CKx,2022-12-17
lucas71,jlKEm,Hayzg,2022-12-11
luke46,kayzEuwZi,lusKl,2023-04-26
bradleylewis,TFrMkFRnv,kGZWbeZVMR,2022-11-16
catherinepeters,hcgHPOEl,qEqnagmPpg,2023-10-14
humphreyrobert,aCfYXQy,Zn,2024-03-24
steven57,kMsTbXQlMO,Dg,2021-04-30
nicoleruiz,WaodK,LCCx,2021-04-13
hrodriguez,hqSlcHzz,PPu,2022-07-03
moraleschelsea,tbzT,hoKzdj,2023-07-17
phelpsangela,whmYnI,SHcOlfTO,2023-02-15
shawn69,XDzKZGez,gsJeUCRlYk,2020-04-18
tdudley,vSfm,GHJNnzhtBJ,2021-06-30
chelsea89,fJGQy,sHQjwZ,2020-11-25
serranojesse,FWAd,NqWiZLyv,2024-03-06
steven57,WqyRTa,ejSODMk,2021-04-12
julia91,Bcubp,KvpLNTugE,2020-12-09
hopkinsrenee,XDzKZGez,uuVFNuaSQC,2021-01-17
wcowan,EXirbsAn,gQFOTATDU,2020-07-12
ryan28,zfKDNaFzL,wm,2020-03-02
mark33,gXiHQnaNct,dudQZlLpxw,2020-08-01
teresalawrence,ztxSAxTZd,bFmzXaUB,2023-11-25
georgeking,JTRfp,MlcS,2022-05-11
popemary,NopaLU,WWw,2020-07-06
tonykim,hrBTRb,HGEZdtDrqa,2022-11-20
ryansandra,Du,ot,2022-07-19
bsmith,MPlBw,nHoczT,2023-08-04
kristenpetty,OzDHvVjBnw,jaEZw,2024-04-08
sandy59,XMNifsOQk,CmgUZmgsng,2020-09-19
ambermitchell,KSIq,XProGbDFy,2021-05-30
harpertaylor,kIiVAs,aU,2021-04-29
valenciasarah,WWaxjHBubE,DgNdWQvu,2021-07-20
oconnorsamantha,FZQ,oHiPFqF,2023-10-14
travis64,ivIW,Ow,2020-01-17
thomassusan,XElbTJ,UwS,2023-05-22
samanthagriffin,gxJDw,kW,2020-10-27
dadams,wmNlM,Vs,2024-02-04
joshuajohnson,AXCX,CAXBo,2022-06-12
fowlerdavid,uMLH,BldH,2022-01-27
holdennina,ZKExwEr,NajNqLIerg,2022-04-21
ericward,GAlZICYQu,hYAAtsK,2023-03-14
jerry37,gwSzP,GZw,2021-02-22
oscarpowers,MGSaeiE,oaIXe,2020-08-08
bakermolly,QN,Wc,2024-03-07
vicki33,zVtSVYa,WzSvC,2020-08-24
robertbrown,VqENrJHW,rCSSQe,2020-09-12
therring,ZZdnwmN,oLzIpfil,2022-09-11
jacobkelly,dUdXuLLFv,FUaA,2020-05-17
