UserTag,LocationId,TimeStamp,CurrentlyIn,LivesThere
smithkyle,WYGktp,2020-12-10T11:18:48,False,True
gonzalezrobert,uQrkq,2020-11-04T09:05:16,False,True
elizabeth79,kP,2021-07-18T20:56:50,True,True
karina68,Pyur,2020-03-17T04:32:37,True,False
turnertiffany,IXyWKsBID,2020-12-06T19:49:17,False,True
michellebriggs,UnPUupZNk,2021-07-24T14:52:03,True,False
derek28,puVZoZ,2022-10-24T22:41:26,True,False
jeffrey17,UFLifUb,2022-09-05T21:42:36,False,True
charles98,Es,2021-09-25T03:43:01,False,True
jrice,Rj,2022-10-08T18:37:50,False,True
kparker,TkT,2022-07-04T16:08:05,False,True
baldwindamon,Zpic,2024-02-09T02:55:31,True,False
robertnichols,tjsCLeNc,2024-01-12T11:34:26,True,False
ahoward,IRFYg,2023-08-02T18:20:58,True,False
zkeller,QIIE,2022-02-26T01:01:35,False,True
lambertsamantha,tC,2023-06-17T08:13:10,True,True
melissahayes,CovC,2023-10-02T12:19:35,False,True
smithsusan,RBQKjB,2022-04-02T10:55:37,True,False
blakejeffrey,tWGAxZigi,2021-05-28T20:18:29,True,False
jonespaul,ENxvuNcl,2023-11-07T19:12:51,True,False
waynegonzalez,Pg,2023-02-06T20:21:12,True,True
paulwilliams,DW,2020-11-09T22:28:52,False,True
michaeldiaz,ERsFqCA,2020-10-15T06:21:53,False,True
ashleybailey,Qqkk,2020-12-06T10:57:07,False,True
katherine40,AFXFd,2020-05-01T02:28:59,True,True
ijenkins,plvxmAjQpF,2024-04-14T20:16:58,False,True
kevinhuynh,BypWJWZe,2022-10-23T01:44:16,False,True
zgill,LJkoqsC,2023-04-05T09:32:22,True,True
jonathan25,rCeVJxndnI,2023-08-29T10:58:25,False,True
cruzkaren,kQLbTPCf,2022-02-18T08:07:33,True,True
sarah37,stH,2023-12-08T22:53:51,False,True
jamesserrano,bFxZ,2022-09-05T12:36:48,False,True
twilliams,OHQWnELw,2020-01-20T18:27:58,True,True
jasonholmes,XzfITc,2020-04-01T13:10:34,False,True
johnsonjoseph,RnD,2023-12-30T00:17:47,True,False
owensheather,ihfBvR,2022-05-22T00:39:02,True,True
ewright,oZjl,2022-07-22T02:36:30,False,True
nelsonbrady,Oa,2021-09-04T14:35:55,False,True
shirley96,PIu,2022-05-03T06:55:52,False,True
jackclark,kUUN,2023-12-10T11:49:25,False,True
brownsarah,rVuVbiUsy,2024-03-06T07:52:59,True,False
trangel,dEG,2022-01-07T10:03:41,True,False
xrobinson,qQEbvPo,2020-11-09T11:02:52,False,True
emilymiller,mcWPgO,2022-03-11T08:00:51,True,False
nicoledixon,EfwhLc,2021-03-05T21:53:09,False,True
tiffanyedwards,xsg,2023-02-03T16:46:52,True,True
jennifercarlson,vEWA,2022-11-19T15:49:16,False,True
codyortega,Shdlr,2022-06-16T01:59:47,True,False
jfisher,VLGaxSvBD,2023-12-01T11:07:40,True,False
clamb,rbJpOm,2020-11-27T11:05:45,True,False
xrivera,pb,2023-10-08T12:54:31,False,True
vfarmer,UisfLTo,2020-02-07T11:37:32,False,True
milleramy,fopcqIlY,2020-09-08T06:26:19,False,True
scottjames,ZA,2022-12-19T02:14:09,True,True
michelleleonard,jaKdl,2023-04-01T13:23:15,False,True
nicole50,KMWo,2021-10-12T09:37:36,True,False
kevinbest,rDBqe,2020-12-08T11:16:04,True,True
madison40,pgBMxe,2022-11-20T09:39:58,True,False
mccarthyannette,JfngdY,2021-08-30T03:59:14,False,True
jorgejones,TAbeS,2022-01-21T06:20:40,True,True
laurenprice,Tnazy,2020-10-20T18:37:34,True,False
ismith,fhz,2023-08-01T15:13:58,True,False
stephanie33,BTNDi,2023-05-07T22:17:22,True,False
whiteanthony,oBpR,2021-07-16T19:34:46,False,True
schultzjennifer,HgziAJQsF,2020-05-19T03:14:21,False,True
kathrynschmitt,xEL,2021-07-29T06:24:55,True,False
amay,WfUPHcG,2020-11-08T09:12:05,True,True
shannondanielle,pBasOEot,2020-04-16T20:27:43,False,True
ycox,yLIkTXwcI,2023-04-11T23:09:20,True,True
dustinthompson,bp,2021-04-29T01:20:10,False,True
josephray,mVzScf,2020-10-17T03:03:08,True,False
mpeterson,t,2023-09-23T01:00:53,False,True
christywarner,Kqa,2022-11-12T16:20:04,False,True
suzanne03,atD,2020-09-05T04:18:47,False,True
dpatel,yJWGScKZm,2022-04-17T15:19:31,False,True
alicia61,kEEIhyl,2021-10-01T11:02:24,False,True
abigail40,ZNtT,2022-02-15T04:30:10,True,False
cynthia19,mYfQ,2021-01-20T14:03:57,True,True
dthomas,ywKXo,2023-04-29T21:43:08,False,True
nesparza,VNqJKNF,2024-01-02T11:33:42,True,True
sanchezjustin,gSexLOz,2023-11-10T21:14:39,False,True
johnclarke,EEY,2021-11-05T13:14:47,False,True
kevin52,bsiWVtASbx,2020-06-03T07:18:44,True,False
kbarnes,UoJwbK,2022-02-23T20:40:48,True,False
hhernandez,mNOLhQfpw,2021-03-11T03:24:15,False,True
williamsdavid,oZkzxRG,2022-12-06T15:37:03,False,True
shannon23,EphlADe,2022-11-04T07:06:09,False,True
deanna15,JrVeLKzqIx,2022-03-16T04:13:31,False,True
lisaharris,VrBoUPa,2021-03-18T08:48:27,True,False
boltonjose,roH,2024-02-05T05:28:09,True,False
mitchellcowan,mQZQBQwMbz,2021-09-29T16:48:02,True,True
hhall,JFGuh,2020-03-02T08:34:31,False,True
yhanna,WPDF,2020-06-21T00:01:17,True,True
morrowbobby,bUPNrWR,2022-11-21T01:59:03,True,False
dianerichardson,dGXhFJzY,2020-09-21T14:54:44,False,True
wilsoncynthia,acEI,2022-01-08T23:27:22,False,True
fparker,IJKWFKPT,2021-09-04T05:24:27,False,True
dianaryan,SAOZ,2020-10-13T06:07:49,True,True
michaelschultz,JmXPy,2020-04-25T13:16:51,False,True
ashleyjohnson,cuFOQ,2021-09-09T00:00:25,True,True
lucasmartinez,gJxWDxrZ,2023-04-24T00:13:59,True,True
smartinez,fopcqIlY,2020-11-05T18:00:36,True,False
debra88,dXWVKb,2023-07-03T19:03:17,True,True
jennifer15,qllzuuGmjw,2022-05-27T20:47:57,False,True
lopezscott,eL,2021-08-30T09:51:46,False,True
lmorrison,BZKxhx,2022-08-28T16:58:41,False,True
gloverdanielle,bX,2020-10-05T11:33:15,False,True
michaelspencer,dFkhgZRZCI,2021-01-04T03:33:20,True,False
wallacepaula,jDVRhDC,2022-10-27T12:02:16,True,True
baileypaul,dO,2021-04-14T18:00:19,True,False
xmullins,ckv,2023-03-16T23:16:33,False,True
daniel28,wKf,2022-05-02T05:28:46,False,True
jeremy52,lmm,2021-11-01T21:38:28,True,False
qward,kqiiFtYyoe,2022-10-20T02:53:02,True,False
vjacobs,lfhQK,2022-10-14T21:41:24,True,True
johnsondustin,MtbFVPMUbO,2020-03-13T03:04:54,False,True
yhoward,SyEBcmZFp,2021-08-05T05:24:01,False,True
robertsashley,UJTOLbh,2022-12-02T05:13:13,True,False
uolson,HdDWaaJUc,2020-07-14T14:52:49,True,False
aliciaperkins,JdfHvWqNr,2024-01-23T20:22:00,True,True
jeffrey14,qSi,2020-05-22T10:14:46,False,True
thomasnichols,w,2022-12-22T21:35:15,True,False
alexanderkimberly,NJlZbgfJDz,2021-04-18T23:23:33,False,True
vwalton,MaKdFLcy,2024-03-03T19:13:45,True,True
xmartinez,TnvicMT,2020-08-15T11:57:47,True,False
cherylmercado,JWdK,2023-06-02T18:50:54,False,True
dschmidt,mWtBvsUdzA,2023-06-07T21:25:09,False,True
mitchelljulia,LhNw,2020-02-08T13:26:13,True,False
sarah37,NIU,2023-04-15T17:15:24,True,False
rosariodavid,WIgkc,2024-03-15T16:05:39,False,True
johnsonkyle,Gx,2020-10-03T10:00:24,False,True
josephaguilar,JqTt,2021-03-09T02:59:20,False,True
imurphy,zFLILv,2022-01-17T11:57:54,True,False
moodygabriela,IKSXHHOG,2022-04-01T18:09:15,False,True
erinmejia,oSNdMSC,2021-03-11T20:16:09,True,False
gjenkins,PSAmL,2022-03-12T03:47:32,True,True
jonesaaron,iWmp,2020-01-14T17:56:06,True,False
johnyoung,vCCzobxEu,2023-03-22T19:34:58,False,True
turnercarrie,hek,2020-10-08T12:27:16,True,False
ajones,mzZmvr,2021-12-10T08:34:31,False,True
carsoncatherine,AOvVEwBOB,2021-01-10T15:33:50,False,True
tammy34,BCGPMK,2020-05-25T06:30:28,True,False
feliciareyes,aZTViiMk,2020-08-08T08:24:46,True,False
rshannon,OzLiujn,2024-01-05T18:00:28,True,False
john65,BKDvN,2023-02-07T15:19:54,True,True
frederickhansen,jdPnxBCG,2023-05-05T09:48:35,False,True
lburke,qsE,2020-12-28T00:25:29,False,True
lisapadilla,QDy,2022-10-15T03:05:24,False,True
jennifer99,tHBfb,2021-03-12T02:55:49,False,True
dukejason,al,2020-02-05T21:07:33,True,False
julie65,oSJNCL,2021-05-29T21:15:26,True,True
jacksontracy,uORkJ,2021-09-18T17:58:59,False,True
qharmon,aMkIw,2023-07-04T07:15:25,False,True
blankenshipscott,GQrPkmZtZH,2020-09-23T23:07:48,True,False
ldavis,EPgdxDXd,2023-03-20T07:38:42,True,True
uhoffman,LkqpxG,2023-12-06T15:43:21,False,True
davidsonangela,FnngcpngS,2020-05-17T15:17:54,True,False
ashleybradley,gortepWnW,2023-12-25T06:42:36,True,True
thompsonapril,nOeBKbmUs,2020-07-14T03:28:12,True,True
pbrown,mKGAk,2021-09-14T09:33:18,False,True
phammond,zjcjtnulb,2021-08-24T06:10:45,False,True
keith29,Ml,2023-11-13T19:45:47,False,True
jeffreydavis,gTq,2023-09-12T01:34:10,True,True
allenmelissa,yLIkTXwcI,2021-06-16T20:59:35,False,True
brownjorge,KgjK,2020-03-30T17:45:17,True,False
ricky59,IdZD,2023-10-20T07:24:43,False,True
hmyers,aHLSwAM,2024-02-13T16:50:12,True,False
garrettarmstrong,CHH,2021-07-03T04:41:51,False,True
watsoncaleb,tinwiueP,2022-07-26T02:53:22,True,True
johntaylor,bbCOLAPGw,2021-12-19T10:39:19,False,True
chandlercharles,ZA,2022-01-15T08:01:40,True,True
amysmith,ZZ,2023-02-15T12:40:42,False,True
jay80,ZQYane,2022-03-11T09:54:19,False,True
lopezderek,vAeGhxnAo,2023-04-02T12:22:28,False,True
obranch,IYSn,2022-01-02T20:56:21,False,True
rpierce,Efesh,2020-01-21T08:04:21,False,True
henrydavis,LATkliaYW,2023-06-10T17:57:03,True,False
frederick16,YZBcC,2022-12-08T03:53:18,False,True
zolsen,iQkLKnPB,2022-01-14T21:38:24,False,True
nathanielmcdonald,UNuMIBeT,2023-08-01T21:13:26,True,False
pbray,mzZmvr,2022-02-19T12:28:07,False,True
ariley,trHGRcIJY,2023-05-04T07:14:58,False,True
justinorozco,yWeCx,2023-06-21T20:35:23,True,False
roberto73,VGb,2023-02-10T22:37:34,True,True
brittany30,Y,2021-12-18T09:38:07,False,True
carterjonathan,Hd,2024-04-01T14:47:58,False,True
makaylawaters,qO,2022-09-16T15:24:36,False,True
williemason,OSQgN,2021-07-08T23:37:27,True,False
rmiller,HaAgTNxj,2023-01-15T11:07:35,False,True
nathanielperry,dmqaxMBuPf,2020-01-25T11:21:09,True,False
lauren10,crQv,2020-08-24T14:21:31,False,True
keithrobertson,vLm,2022-02-12T12:54:49,False,True
nealashley,muTzyG,2022-05-07T22:42:30,False,True
heather48,gIXZV,2021-08-12T07:58:02,True,False
mclaughlinalexandria,hyyeJXnt,2021-03-17T04:59:20,False,True
thomasjohn,emLA,2023-01-04T14:40:18,True,True
hallchad,WyQBlutwG,2022-04-24T16:04:20,False,True
cwright,DkxHrl,2020-02-02T14:18:06,False,True
debra88,Glo,2024-02-24T04:55:49,False,True
johnsonian,AF,2020-11-17T05:29:55,False,True
carlos34,ZSxmPtAC,2023-09-11T04:20:15,True,False
jasonnoble,hGtYxqMS,2023-11-09T22:31:56,False,True
kimkayla,tgAnAPW,2023-05-19T13:25:35,True,True
katie43,LIwPWO,2020-12-04T10:22:30,True,False
michael26,zdHzCbAn,2022-08-10T11:55:14,False,True
opatterson,aa,2023-07-03T23:55:05,True,False
pgraham,HNtZIs,2021-03-04T23:34:57,True,False
imurphy,zNhWpbwy,2022-09-06T23:26:59,True,False
parkerjeff,xllPijpumE,2023-02-13T09:44:36,True,True
timothyjackson,Ac,2020-12-15T20:13:04,False,True
frankronald,FXtZdw,2023-10-16T13:18:34,False,True
tranmichele,KsWgQkXLoX,2022-02-18T12:37:53,True,False
ryan61,liNhQF,2023-12-31T17:02:54,False,True
mccormicksarah,xIZfzxsLr,2023-05-21T13:47:57,True,True
vfry,sMqDC,2023-06-16T01:43:50,False,True
johnathanmiller,VdqiYalKyG,2021-10-29T20:28:14,False,True
keith29,YsJO,2020-03-04T18:14:51,False,True
patrickwilliams,RIcWoo,2022-03-17T14:42:40,False,True
meyerssamantha,EKsJ,2022-12-24T20:30:00,False,True
hannah91,gDvKnzcwAV,2020-10-30T17:09:57,False,True
thudson,rpAChiJNT,2021-12-02T04:47:36,False,True
portega,zUtndTp,2024-01-26T15:52:35,False,True
holmeschase,xxLlAzDo,2021-11-24T20:58:36,False,True
gbrown,FwgdWUkun,2020-11-17T01:44:07,False,True
donaldsonvickie,NsfZGaZiSp,2023-05-27T09:08:39,True,True
xroberts,DxNhHlQ,2020-08-20T04:33:38,True,False
rebecca63,HMoNurQiaw,2022-03-23T04:15:22,False,True
gdiaz,AvO,2022-03-26T08:00:31,True,True
lisa04,JHxpo,2020-05-20T16:28:18,False,True
jenniferhart,LmzmTEJj,2023-07-06T04:41:37,False,True
martindanielle,NEUEOSb,2022-08-28T00:39:15,True,False
christopher93,YsJO,2020-01-27T19:56:13,False,True
coxmaria,vxLsgJtsm,2022-03-04T12:21:15,True,False
georgegreen,XWYe,2022-10-19T20:35:26,False,True
bakerhannah,NHzoAlSKhu,2020-02-03T16:54:43,True,True
lisa04,oNZkuUgYt,2020-10-17T18:00:09,True,True
sarah32,LbZiEtne,2021-01-18T17:28:31,True,True
adamsshawn,UdF,2024-02-17T20:56:34,False,True
bgoodman,UwYajjZ,2021-08-18T19:09:20,True,True
travis06,WnXjIRk,2021-09-30T15:34:04,True,False
rcastro,ruseIsGjLJ,2022-11-23T22:45:35,False,True
davidramirez,DKvnAvtsxI,2020-11-17T19:35:32,True,True
williamgarcia,CmIlq,2024-02-10T22:21:47,True,True
brewermichael,XApJRLq,2023-09-17T01:08:26,True,False
kimberly80,iKFAp,2020-01-21T08:53:35,False,True
grivas,hsJBOcvfii,2022-08-17T19:05:36,False,True
bennettjames,KnNKCREKq,2021-10-07T09:29:35,True,True
lnunez,ulqBju,2022-07-02T23:26:51,False,True
joshuaclark,GWZFva,2022-01-10T01:04:22,False,True
elizabeth75,ZlGguL,2023-06-02T10:02:19,True,True
smithstephanie,J,2022-07-07T22:24:19,True,True
karasteele,SnNSsGkE,2020-08-10T06:57:34,False,True
lrussell,vcyIDvdKk,2023-12-11T21:57:32,True,True
grahamjason,kXxzm,2022-01-23T11:16:18,False,True
tstevens,VExuW,2021-07-23T16:40:22,False,True
amy56,tHm,2024-01-21T23:02:18,True,False
megananderson,okT,2021-02-22T10:01:34,False,True
cynthiamejia,ILqVbiJ,2022-10-05T04:01:38,False,True
hcross,CxoVE,2024-03-15T03:34:33,False,True
johnsonkari,HKTpTLd,2020-06-25T00:29:27,False,True
amyhamilton,VNqJKNF,2021-06-06T23:00:18,False,True
kimberly53,poiVTsI,2020-06-01T09:34:29,False,True
mclaughlinderrick,eLoDpi,2020-05-14T16:30:40,False,True
mccanndestiny,xAhrJ,2024-01-21T20:14:01,False,True
singletonjennifer,zGsExDWTmS,2024-02-09T11:08:30,False,True
twright,yP,2020-12-14T16:45:24,True,False
gina04,MS,2020-03-25T06:41:39,True,False
richardreed,wUUFWCDo,2021-12-22T17:34:47,True,True
hernandezshane,KaHwvbJx,2022-06-24T10:13:47,False,True
tpham,TqU,2021-04-22T06:37:03,False,True
lchapman,qleYru,2022-05-13T07:50:00,False,True
jrice,qeuLItc,2021-03-23T04:11:03,True,False
knoxfrank,PPHR,2020-09-08T17:15:19,True,True
brent75,vrIMqenLhh,2022-11-05T10:41:03,False,True
kparker,EO,2020-12-12T23:24:17,False,True
petersonbrian,TnvicMT,2020-10-21T11:30:39,False,True
millerandrew,xdfPxn,2021-02-19T16:37:35,False,True
ubrooks,aUYi,2021-07-21T18:29:01,False,True
jonessusan,HVdsk,2022-03-06T19:52:44,True,True
fkim,SM,2023-06-24T23:33:06,False,True
lance17,kBp,2020-03-04T21:27:09,False,True
glenn05,yZArgOT,2023-09-17T20:26:16,True,True
michaeljames,qn,2022-01-29T14:10:09,True,True
ewilkerson,iOBquHc,2023-06-08T13:48:30,False,True
christina99,bHFV,2024-02-08T11:08:01,False,True
wirwin,oNAR,2024-03-06T14:40:01,False,True
justinrogers,ffxtfZMg,2020-03-11T03:10:42,True,True
rosspaul,HlsAiFJQhm,2022-06-25T01:35:46,False,True
nwalker,xQtrc,2022-07-04T04:40:11,True,False
jacksonrodney,PWaE,2020-12-07T13:08:44,True,False
vwhite,hdEfWzfztO,2021-05-14T05:12:30,False,True
xwilliams,lBEnXzw,2023-09-15T11:09:44,False,True
bmolina,SqNeKaLfRd,2020-04-28T02:39:58,False,True
quinndawn,bYi,2020-10-27T06:29:04,True,False
scott53,GoG,2023-06-10T04:05:14,False,True
tracywoods,SRjHQvwnFD,2021-10-12T10:04:00,True,False
evansmarc,QLNRpm,2021-03-19T08:22:03,False,True
edwardhogan,WQURD,2022-04-07T17:30:59,False,True
spena,qCCIyoAlZT,2021-09-24T21:32:04,True,False
justin70,nrjX,2022-06-03T19:30:42,False,True
jocelyn75,uQucCwKx,2021-02-01T04:24:07,True,True
travis29,np,2023-09-03T12:01:05,False,True
tracyadams,RXWYlrYS,2023-07-19T01:26:15,True,False
klane,er,2024-01-15T06:41:32,True,True
landrykathleen,kr,2022-10-18T22:43:15,False,True
mahoneyangela,qJ,2022-10-29T16:07:35,True,True
shawharold,BadF,2024-01-15T11:51:59,False,True
foxpatrick,OWnAfqvpWk,2022-03-03T16:36:09,False,True
ahuang,cRqocfTZ,2020-10-23T09:35:20,True,True
zwilson,QWy,2024-01-16T23:27:19,True,True
michael44,KYDgwdwK,2021-05-28T08:08:03,False,True
psexton,vlY,2021-12-28T16:33:31,True,False
bradleylewis,RwlZTKUn,2021-12-24T10:15:42,True,True
stephanie59,av,2024-02-06T02:37:31,False,True
stacy62,yloJDa,2024-01-29T21:39:46,False,True
manningchad,mjGk,2023-05-19T23:36:00,True,False
hickmanandre,IkL,2021-02-06T06:21:52,True,False
sarahiggins,wu,2023-07-15T01:55:03,False,True
dianadavis,hv,2023-11-11T10:31:33,False,True
andrew62,GPAPx,2020-04-11T01:51:13,False,True
donnaperez,XVQXVjuNix,2024-04-10T17:16:29,True,False
rodgerswilliam,gOherfe,2023-12-29T06:15:54,False,True
juancole,PM,2020-09-06T14:28:13,True,False
christopherschneider,jaYNjJC,2022-05-07T21:57:10,True,False
ashleyjohnson,heq,2022-04-29T06:52:52,True,False
patriciajackson,cGcDGnph,2020-07-14T21:49:29,False,True
qmercado,VLGaxSvBD,2023-01-29T17:27:22,False,True
monicasmith,RBjG,2024-02-19T03:49:40,False,True
daleshaw,RXWYlrYS,2024-04-05T09:02:33,True,True
leahgarcia,zFkyZ,2020-01-05T10:39:58,True,True
elizabethcabrera,P,2023-02-13T17:16:48,False,True
deborahrussell,ppNb,2021-09-09T21:29:25,False,True
wendy07,CewNW,2022-02-20T10:35:22,True,True
brittany97,WHWEoB,2022-12-25T20:26:21,True,True
weberrobert,jMfIj,2020-05-14T00:23:13,False,True
faithfox,WnTPX,2023-09-16T16:04:22,False,True
josephjones,wZcqswaeuU,2021-09-11T21:55:22,False,True
tclayton,GRpP,2022-03-18T18:26:11,True,False
theresa51,oIyA,2023-07-01T21:45:11,False,True
dawn56,LvVofCbItb,2021-12-13T08:58:14,True,False
crystalhughes,DtXSPMEIJK,2023-02-08T06:20:53,True,True
taylor21,iCWYXcKqVQ,2022-12-17T06:11:33,True,False
lindaweber,vVGBWucMP,2022-04-15T07:15:50,True,False
kbarker,RBvw,2021-01-30T12:40:38,True,False
charles14,QfeotHDBTO,2020-03-27T15:38:27,True,False
costaemily,FGvw,2020-01-05T02:27:56,True,True
sextonnancy,TScRD,2020-04-30T23:12:19,True,True
jeffreydavis,uVntqZ,2021-10-08T18:35:10,False,True
howelljanet,XcyL,2022-10-09T10:16:31,False,True
gjenkins,NInZ,2022-02-21T20:03:52,False,True
sethrodriguez,RnU,2023-11-20T01:24:33,False,True
theresa11,yJWGScKZm,2022-07-28T03:28:51,True,True
pporter,dniPQgj,2023-07-30T01:05:53,False,True
jacobshah,dWbZ,2023-01-11T04:36:04,True,False
rcox,mWtBvsUdzA,2020-09-27T02:18:10,False,True
heather86,ViYOFyu,2020-04-14T12:15:14,False,True
osanchez,xsg,2021-02-13T11:26:00,False,True
jonesanthony,sURUkrTxa,2024-02-20T12:15:16,True,False
kathryngriffin,LdmJJ,2020-07-04T09:02:58,False,True
qtran,Il,2021-12-12T06:34:48,True,False
tracy47,toe,2023-02-03T18:50:46,False,True
ashleyhooper,xvQ,2022-03-19T21:04:13,True,True
coopercynthia,KQKldC,2022-12-17T02:57:16,False,True
corey05,KpD,2023-09-19T01:45:46,True,True
