UserTag,LocationId,TimeStamp,CurrentlyIn,LivesThere
mball,mWKfHxnm,2023-01-14T21:19:26,False,True
charles56,usurS,2023-10-12T18:30:18,True,True
thompsonjames,EgMTPODB,2022-06-11T00:19:03,False,True
kellercollin,wbZsrdIJv,2022-08-15T00:49:56,True,True
kenneth89,YoiYTmShB,2023-11-13T03:10:51,True,True
staceyguerra,jMOhjHaeHq,2020-11-09T22:17:44,True,False
mooreedwin,oCWqtdWmHQ,2021-04-30T20:12:20,True,True
mweeks,Sp,2021-12-09T16:33:45,True,False
williamstamara,YSlOqatQA,2021-06-13T18:41:22,True,False
sfuller,uXK,2020-11-25T21:18:11,True,True
robertjackson,yOE,2023-09-11T15:06:07,True,True
monicadeleon,gKBcYPloWr,2022-03-11T10:02:09,False,True
rodrigueztimothy,xsrtSVWAOr,2022-07-01T03:58:59,True,True
richardsonjohn,AEuu,2021-12-17T16:32:31,True,False
douglas91,dsXF,2020-03-23T05:04:49,False,True
kevin69,GlLMbjVr,2021-10-07T03:40:26,False,True
sandrahernandez,oiRtlQjtv,2021-09-25T07:55:50,True,False
josephdarren,lISYiPLFoG,2021-01-23T10:26:36,False,True
ocarrillo,KmXwt,2023-05-21T03:00:00,True,False
pattonelizabeth,Zhqo,2021-12-24T18:43:44,True,True
fsandoval,tGd,2024-01-26T18:36:00,True,False
gomezjacob,WjnZdeHKUT,2022-12-26T14:39:59,True,True
kayla54,Ypa,2024-03-24T12:53:05,False,True
howardlaura,OylgMoYHPS,2020-12-09T00:34:21,False,True
smartin,ECtHx,2021-10-25T05:25:11,False,True
jesusdavis,pFhlVGkFa,2023-07-28T23:39:31,False,True
wendyrodriguez,scWMu,2020-07-09T15:51:15,True,True
robin23,UZzeJam,2020-01-27T07:05:18,True,True
gavin47,KHWf,2021-08-11T21:18:45,False,True
gregory82,OylgMoYHPS,2022-04-15T05:59:30,True,False
johnsonmatthew,lAwRpEpdK,2023-02-20T01:11:00,False,True
christopher66,Yz,2022-01-14T08:39:11,False,True
wardmichael,qmenMjXT,2020-12-30T12:21:35,False,True
williambooth,SMqNhjfup,2021-04-15T07:14:21,False,True
abarnes,mrhu,2020-03-23T03:00:00,True,True
sarah09,WZPXyvnQWz,2021-11-15T20:35:15,True,True
melissa09,wznszQnaB,2020-08-08T08:21:25,True,True
jmcgee,dQoIj,2023-12-29T02:42:34,True,False
penglish,eHCjljX,2020-03-01T05:21:41,True,False
connie57,qSRs,2020-07-27T10:58:03,True,True
fhuffman,ADnaf,2021-03-30T20:05:45,False,True
turnerkayla,PWMIot,2023-02-12T03:49:24,True,False
scott46,LlVwkz,2023-12-28T16:28:43,True,True
kim10,IJENqbAGg,2021-04-29T15:48:31,False,True
vcoleman,tTLvLm,2020-06-04T11:45:16,False,True
jmiller,WXjhofQqs,2023-03-27T00:59:52,True,True
fmorgan,tB,2024-03-10T19:36:29,True,False
jocelyn86,ezse,2022-10-24T15:58:36,True,True
sean42,SMPT,2020-02-26T00:43:33,False,True
gregoryblair,ngFJ,2021-07-13T00:16:38,False,True
daviddavis,vWBKj,2022-08-24T02:41:35,True,True
omorris,MaPcxB,2022-08-19T03:54:04,True,True
suttonrichard,otvII,2023-10-09T23:03:55,True,False
haileytapia,YBOkXNgftb,2020-10-15T09:35:33,False,True
cparker,QPPYtr,2023-08-28T16:22:38,True,True
dixonjason,Y,2022-10-30T06:31:37,False,True
benjaminschmidt,YjA,2020-08-05T10:24:49,False,True
mcknightsarah,NTanjXyq,2022-10-23T18:26:01,False,True
ruben29,vukpO,2020-01-30T00:00:59,True,False
qglenn,sp,2022-09-07T13:01:57,True,True
jmartin,eUcrVt,2023-05-10T12:51:44,False,True
victorwood,CMQbBpeHv,2021-03-24T05:00:20,False,True
paulajohnson,vZf,2023-09-05T20:58:50,False,True
dperry,GSE,2022-03-28T10:49:22,False,True
lynnpeters,eR,2020-08-25T12:22:59,False,True
amyfuentes,E,2021-08-03T10:40:47,True,False
ethompson,sbnu,2021-03-12T09:27:48,False,True
gallen,bLZzWQ,2022-07-28T23:27:29,False,True
williamgraham,kntyRHwt,2021-10-18T08:42:51,True,True
lisamurphy,omnwIZ,2022-03-13T14:46:45,False,True
lauren04,OAYKMpZI,2020-12-15T09:07:36,True,False
taylorbrandon,xcUiWV,2022-12-10T02:24:02,True,False
bryan55,oGL,2021-12-09T21:34:47,True,False
ncosta,kNGLTv,2022-12-18T08:46:26,True,False
jason54,zBNx,2021-07-01T19:38:33,False,True
katherinekramer,ZqvR,2020-04-29T08:19:55,True,False
thomas81,KqCoPYi,2020-05-01T13:53:41,False,True
cbenson,PM,2022-02-10T04:27:12,True,True
susan40,Zf,2020-09-23T03:22:52,False,True
william83,oRKBxc,2023-08-20T11:34:02,True,False
rayrobert,gjYeJifk,2021-01-04T20:10:56,True,False
christine92,UvQ,2022-11-22T04:23:53,False,True
mcgrathspencer,SlzuUVflq,2022-07-14T17:08:09,False,True
dixonchristina,WZPXyvnQWz,2023-05-25T16:34:05,True,False
ereyes,hrRQ,2021-06-13T20:04:15,True,True
hartmankara,cMiLQidMk,2022-10-24T05:21:05,False,True
amber45,XhhtGb,2024-01-03T05:00:07,False,True
peckkayla,TMdzYoj,2023-06-19T03:50:52,False,True
leekimberly,ziq,2021-01-13T08:40:30,False,True
iwalls,fRI,2023-03-14T23:05:49,True,False
isherman,CSOS,2021-05-29T08:49:57,False,True
urodriguez,HcirkBRmE,2023-03-20T18:30:38,True,True
stephenchang,cRLiKEKXP,2021-04-18T18:33:18,False,True
hnguyen,ySUBpyTl,2023-07-06T10:01:22,False,True
evansmarisa,VGfcUGco,2023-10-09T21:01:27,True,False
rpatrick,JL,2021-01-10T17:35:13,False,True
caldwellcurtis,wPETyesQH,2020-03-06T12:25:09,False,True
vowens,DEvT,2020-10-08T13:26:52,False,True
phall,vrwJjvy,2022-01-06T17:40:29,False,True
jdavis,pYnQGJTB,2022-09-24T03:03:37,True,True
danielshannon,TdiGIeqzCS,2020-02-22T09:04:40,False,True
morrisoncrystal,OylgMoYHPS,2022-05-13T09:48:35,True,True
marissa31,lfWmAiLPZf,2020-02-17T18:27:58,False,True
tylerkathryn,gMFVI,2023-01-08T07:28:20,True,True
fritzmark,XC,2022-09-09T11:26:15,True,True
quinnmatthew,DQCkTP,2022-10-26T10:23:47,True,True
jmartin,hKxCONjxCr,2022-10-15T01:20:27,False,True
xmartin,kNGLTv,2022-01-13T14:39:24,True,False
toni55,xPqHZJPQ,2021-03-01T17:04:57,True,True
adam13,hyQBBq,2023-07-25T01:14:00,True,True
rivasvictoria,Vkeanzqg,2024-01-02T20:51:14,False,True
bshaffer,J,2023-05-13T02:17:27,False,True
eric63,QHKcO,2023-01-19T00:05:50,True,False
carrillocasey,XKffbP,2024-01-24T15:49:10,False,True
sreyes,quAJIfbkS,2022-09-03T16:13:39,True,False
fisherkevin,Kci,2020-05-08T14:43:02,False,True
jmiller,WcD,2021-06-01T23:56:32,True,True
lestes,qtSMhKgn,2021-07-04T02:50:34,True,True
melissaperez,RHo,2023-12-25T16:05:51,True,False
stevengill,BOmZjCW,2020-11-03T15:35:53,False,True
shelley33,iELvtqh,2021-01-28T08:48:22,False,True
mjames,xtC,2024-01-08T21:33:10,False,True
aprilrodriguez,LpavqCNg,2020-10-12T02:38:52,False,True
alvarezsamuel,EfbVjfoDQc,2020-03-14T01:57:22,False,True
kayla54,niUFPBH,2020-04-22T08:04:37,True,False
jonesalyssa,Iuw,2022-09-10T04:52:57,False,True
qmaxwell,SD,2021-11-09T16:55:34,False,True
fmorgan,moYvDRPYL,2021-01-28T01:57:54,False,True
turnerbrandy,FoQKFtBngf,2021-09-14T01:30:37,True,True
renee19,EpJFL,2022-06-16T18:34:34,True,False
davenportchristopher,gtrDe,2020-01-24T22:08:56,True,True
michael27,osrrh,2022-12-18T03:15:39,True,False
osborneanthony,BoMaSWW,2021-06-21T08:55:58,False,True
kristin50,WZANmn,2023-04-08T02:00:29,True,False
michaelmccarthy,BeV,2021-09-21T20:29:15,False,True
michellespears,Reo,2020-07-24T09:46:49,True,True
yhall,uLNuNlk,2024-02-25T14:49:02,True,True
ihenderson,VYn,2023-06-22T15:24:28,True,False
rhonda15,pbpnQSEo,2022-11-17T05:42:16,False,True
jessica95,gUYZPEaTe,2023-05-07T02:09:09,True,True
victoria70,dGwFpdrV,2024-04-13T15:16:15,True,True
kgutierrez,CmwQzYnb,2020-01-13T15:10:12,True,False
olucas,deEykX,2020-08-03T05:02:38,False,True
annwolf,bfMaauR,2021-01-20T09:52:29,False,True
juliebooker,CYNJoV,2020-08-19T13:13:27,True,False
pporter,IaA,2020-04-03T06:57:55,True,False
angelaguerra,kw,2020-06-26T23:02:12,True,False
tammy45,Nk,2020-07-24T17:23:44,False,True
guerrerojennifer,EsBgvPUnFr,2022-03-08T17:09:05,True,True
ublevins,wziSGk,2022-06-06T11:08:49,True,False
anthonystephens,BoMaSWW,2021-07-18T13:17:24,True,True
matthew43,EhBdnKtYqq,2021-02-18T00:07:11,True,False
jenkinspaul,Qma,2023-06-21T15:17:53,False,True
julie64,rblrRapg,2024-01-23T15:28:36,True,True
justinwyatt,ZanJxzKz,2021-05-06T17:41:00,False,True
rogersjordan,KcY,2020-10-22T15:23:19,True,True
nsullivan,cmht,2022-07-01T09:29:05,False,True
oprice,dU,2021-06-30T03:59:32,False,True
jsimon,oaU,2023-02-12T15:52:01,False,True
bcollins,nNGKgRBy,2021-05-07T20:00:32,True,True
bshaffer,wQ,2020-02-10T06:31:10,False,True
cbest,ZQyZIfKsT,2022-06-26T01:30:43,False,True
robert36,mDOSHQmIGU,2024-02-23T22:01:25,True,False
john12,EezxQXzn,2021-11-21T10:43:56,False,True
jmcdonald,aCJNI,2021-01-30T12:50:24,True,False
smeyer,zbor,2023-01-23T16:29:36,True,True
allenmichael,fivrYuBKjl,2023-07-28T14:41:54,False,True
denise94,ochpNFIOc,2023-06-13T07:49:42,False,True
fgarcia,alOsP,2023-01-24T17:01:32,False,True
ccook,EsMtJ,2022-03-05T04:41:27,False,True
robert82,tarHC,2020-06-07T22:18:58,True,False
pamelarodriguez,aCJNI,2021-05-11T07:50:46,False,True
julian70,AJXADjMXfR,2020-11-18T21:52:24,False,True
hbaker,XKPwdHT,2022-01-07T14:16:42,False,True
reynoldseric,ogqB,2024-03-29T22:44:56,False,True
jacobhamilton,xkXDTzQir,2022-03-06T22:09:39,False,True
james92,OylgMoYHPS,2024-01-03T01:26:59,False,True
kimberly20,SiKHeQR,2024-03-11T06:41:37,True,False
heather44,TcXedg,2020-09-19T08:12:02,False,True
robertsonchristopher,awzsGn,2022-09-24T03:59:24,False,True
rfitzpatrick,lJUrA,2021-07-27T06:55:38,True,True
renee19,sEOAO,2021-03-06T13:20:34,True,False
brittany24,nh,2024-04-10T10:48:26,True,False
david09,FpeqP,2021-12-20T12:23:07,False,True
cthompson,KIovZlNb,2021-04-22T07:03:24,False,True
burnsmary,RClPMVY,2020-05-24T00:20:44,True,False
johnvincent,jH,2021-06-08T13:32:48,True,False
adamscaitlin,OliVFGal,2020-01-23T16:45:05,False,True
nixonmarilyn,mkzc,2021-06-27T07:12:47,False,True
melendezgerald,CJCG,2020-07-02T18:43:36,False,True
allenjones,rKhID,2022-03-10T22:51:01,False,True
elee,xtC,2021-07-31T11:27:50,False,True
hugheschristopher,uvIaK,2022-05-19T15:14:13,False,True
yjuarez,mxmnWoY,2021-09-15T06:15:51,True,False
eadkins,PaNGSiOzzL,2021-07-14T04:55:27,True,False
jillian48,fNxaYlIuhX,2020-04-15T07:06:55,False,True
austin14,GoSs,2022-03-24T06:43:12,False,True
charlesperkins,DCy,2021-07-23T09:14:44,False,True
ryananthony,jlcFXzMkWf,2020-07-02T15:59:12,False,True
andersonjustin,es,2022-12-21T22:59:32,False,True
victoriawilliams,gkcO,2020-08-03T13:13:00,True,False
grace39,QEsTS,2022-02-13T03:42:58,False,True
eric75,TQZZ,2023-03-27T23:42:19,False,True
jeffreyhill,YpSa,2022-07-20T21:44:36,True,False
jadkins,EBWclByZW,2023-08-11T12:57:06,True,False
jheath,abcKXE,2024-01-24T22:50:43,True,False
sbrown,yNifIr,2020-08-17T13:14:04,True,False
nhaynes,rtgKCTShuY,2023-11-25T23:35:55,False,True
lwagner,fSOduIETNd,2021-01-28T18:58:17,True,True
tonyflores,ZtPo,2022-02-18T11:22:49,False,True
marcus31,sfS,2021-02-07T21:08:30,True,True
sreyes,dYFWtwZ,2022-05-09T09:35:00,False,True
xhumphrey,nykVJ,2023-02-20T17:08:05,False,True
fadams,SM,2022-09-03T04:52:52,True,True
gparker,WM,2020-03-16T09:54:02,True,True
scottcharles,pkh,2020-03-27T05:12:14,False,True
ryan11,hHGV,2024-03-18T03:48:21,True,True
brewerjonathan,dUPoWkezMx,2023-01-25T01:33:04,True,True
ann34,iMhwM,2023-11-04T16:57:00,True,False
luiscopeland,RpQfc,2022-07-31T01:37:00,True,True
gjimenez,VgFH,2022-03-19T21:48:48,True,True
brittanyevans,PUCu,2020-03-27T08:21:58,False,True
csanchez,gktlu,2020-11-11T22:34:37,True,False
stacypace,nr,2022-04-17T04:34:49,False,True
keithhernandez,expJwQC,2022-05-06T20:48:01,False,True
andrea48,RbzLtct,2021-06-14T23:24:20,True,True
fcurry,DNJjhCfQ,2020-01-16T12:21:14,False,True
buckjenny,sPYjRT,2022-03-22T19:25:13,True,False
jeanette15,dUpooNTmE,2023-07-22T00:13:52,True,True
scottmartin,lYXn,2023-02-28T02:42:58,True,True
vowens,cuc,2021-08-06T15:26:51,True,False
jamiesimpson,POOyY,2020-06-02T02:23:28,True,False
kim10,VHbUXc,2023-05-16T11:46:49,False,True
joshua80,ZQoTriGhwC,2021-05-12T10:39:28,False,True
mschultz,zMSnOcKXa,2021-10-09T05:28:09,True,True
lopezleonard,Xe,2022-08-19T12:05:44,False,True
jodijohnston,adDDL,2023-03-27T03:48:53,False,True
sarah00,yKhHU,2020-12-23T16:49:51,False,True
jennifer93,GRabe,2023-12-29T00:55:57,False,True
vvargas,MPEAvkzfS,2020-01-11T01:34:57,False,True
diana44,DZInC,2023-10-25T15:52:37,True,False
imendoza,nexScTcHn,2022-02-24T09:43:57,True,False
jennifer04,DsYOp,2024-01-23T01:01:51,False,True
sarahmccullough,hmERuGtMZ,2023-08-10T00:22:01,True,True
jasonmoore,oKtswUWf,2020-12-27T05:37:01,True,True
andersonrenee,cBTva,2020-03-07T06:52:00,False,True
annehernandez,SDgPM,2020-11-13T01:33:25,False,True
colleen91,DVkyYeqv,2020-08-27T09:01:18,False,True
bruce21,GpX,2022-12-30T14:21:57,False,True
nreid,bHljH,2023-04-14T16:26:07,True,False
ryansharon,UkvsYZMk,2021-07-19T03:00:00,True,False
jamiegonzalez,brqMgXufU,2022-03-03T22:25:25,True,False
eric99,qtSMhKgn,2020-05-23T11:10:48,False,True
brandongardner,pYnQGJTB,2021-07-31T17:39:36,True,False
armstrongcharles,LH,2020-09-14T04:13:06,True,True
frazierashley,ZaiYxAQ,2020-06-11T14:18:29,False,True
hlittle,RKnjZEDHf,2020-12-07T05:13:30,True,True
brandontodd,xXokNg,2021-06-17T10:48:43,True,False
angela41,BGuUB,2020-02-05T08:59:38,True,False
toni55,AUDFn,2020-02-18T07:17:52,False,True
maria11,zjyeGufB,2020-08-09T16:45:17,False,True
ajohnson,mMbOBb,2020-05-26T20:36:32,False,True
paul56,NP,2020-04-14T22:45:23,True,True
karen32,TgR,2022-11-17T21:32:11,False,True
keithcarson,RMAPHRs,2023-05-25T07:09:45,False,True
jessica66,mmvuHUG,2024-02-15T03:51:25,True,True
shawn69,QlvtwtPDFN,2022-11-30T22:52:56,True,False
krobbins,AJXADjMXfR,2022-10-20T00:34:49,True,False
duanecurry,vXG,2020-02-24T22:38:25,True,False
fergusonpaul,erWoDHey,2024-04-14T21:11:06,False,True
mooreshelley,bDil,2022-02-01T10:52:10,True,True
madison02,XWiGMxFBTK,2020-02-13T17:34:59,True,False
brittanyedwards,pjfB,2021-08-29T21:52:13,False,True
josephflowers,WzcOBsGhP,2021-06-12T01:29:50,True,True
vanessa02,xgBMOXTeJ,2020-04-04T21:15:58,False,True
raymondconley,jQYu,2020-10-13T13:00:14,False,True
lguerrero,AJhHVXl,2022-06-17T16:21:13,False,True
crosbymary,FNtV,2023-10-12T10:46:48,True,False
jessica99,roVrh,2022-11-05T00:45:42,False,True
erogers,aL,2022-05-09T22:05:46,True,False
cyoung,lbAgFY,2022-09-26T15:19:03,False,True
charlesmaynard,kvqORU,2021-01-31T16:13:01,False,True
michael86,YfTn,2020-07-07T05:59:42,False,True
ypaul,jeYSPghIh,2023-11-01T22:31:30,False,True
rebekahedwards,BvzIcgTudZ,2024-02-21T14:00:36,False,True
paullopez,YRjBEqlOI,2022-08-25T14:54:18,True,True
gstevens,FGc,2024-04-10T14:01:03,True,True
veronica23,fULo,2024-03-27T13:17:58,False,True
pfitzgerald,qkaUdSx,2022-03-04T22:11:13,False,True
lauraanderson,Fyvq,2020-11-13T16:33:07,False,True
cpena,JR,2022-06-30T12:02:18,False,True
lisa27,YawxZq,2022-05-30T18:16:51,False,True
flane,hfWetLe,2023-10-12T00:22:59,True,False
eshannon,fRqvZVHMs,2022-02-13T12:58:33,False,True
lerickson,yTcjSw,2021-11-02T11:14:53,True,True
tgutierrez,SIcr,2020-08-01T23:09:18,False,True
margaretware,XjdUYSnWy,2020-12-07T12:37:57,False,True
markwhite,oohwxBETxE,2022-11-17T07:01:54,True,True
pughedwin,aQMKxq,2023-04-15T18:53:24,False,True
dustin23,ToL,2022-11-14T15:31:47,False,True
baileyjennifer,NNJK,2021-09-09T08:37:25,False,True
rebekahedwards,pUk,2020-04-29T03:51:00,False,True
colemanmary,jTOPJJGd,2021-05-12T11:44:31,False,True
james40,aARFTRJCol,2020-02-09T08:08:00,False,True
jacksonhenry,mmX,2021-12-14T13:15:07,True,False
taylorjoy,bljhbYwYH,2020-07-31T09:49:30,True,True
robin23,YRjBEqlOI,2021-07-09T05:31:54,False,True
christopher99,sEfC,2022-04-10T09:36:15,False,True
robertschneider,NooUabIPNT,2022-04-08T17:42:03,False,True
debbie64,DSvOWiNnuz,2020-12-22T06:58:52,False,True
qmorales,VDipfLawYo,2023-08-13T17:55:59,False,True
juarezedward,sEIISPzOa,2020-09-04T22:03:08,False,True
philliplee,RBbvUDGdON,2022-10-18T11:46:31,False,True
mullenchelsea,kuCy,2020-02-29T23:02:22,True,True
pamela73,tiNtyrG,2021-06-15T03:42:25,False,True
sburke,Mejxhive,2020-03-09T09:41:55,False,True
youngchristine,pSbk,2020-01-08T01:29:54,False,True
sanchezchristine,zbAwBWC,2020-10-07T21:20:02,False,True
stanleyian,FofYe,2022-04-17T01:43:24,True,False
gbell,DSVsleEI,2021-11-21T13:07:31,False,True
browningstephanie,pqHx,2024-01-17T06:46:50,True,False
iross,LCUh,2023-02-15T01:49:05,False,True
barneschelsea,iKpsq,2020-10-08T13:43:37,True,True
john21,AKmUZZ,2020-01-23T08:55:08,False,True
akelley,URDBehITi,2020-11-06T15:47:27,False,True
paullopez,ouaSCyM,2021-10-13T10:30:37,False,True
muellerdaniel,rYPXA,2021-01-08T21:20:52,True,True
suzannesantiago,BzEWXRQY,2020-01-06T11:48:54,False,True
morganmichelle,GVQQDi,2021-04-22T04:13:50,False,True
zglass,YmCNrOv,2022-07-20T11:41:23,False,True
adam09,qIVWONSRrz,2020-07-02T12:00:55,False,True
lopezlaura,pFhlVGkFa,2024-04-02T04:19:26,True,True
rachael22,LH,2023-01-05T22:46:10,False,True
rhodesdarrell,QbDNt,2020-12-24T01:05:57,False,True
debbie56,YKGouHC,2022-06-27T09:50:01,True,True
elowe,XOAQy,2021-01-11T06:06:46,False,True
scott80,JNoNLS,2021-07-03T17:54:09,False,True
bonnielynch,aapPVA,2022-07-21T06:36:32,False,True
danawilliams,FHxyIe,2021-02-17T19:01:01,False,True
sherry14,cQiXGUW,2023-11-07T08:40:42,True,True
wagnerbrittany,ZGHbgfAyjG,2022-07-08T02:31:43,False,True
johnathan33,xpZPTWo,2024-02-08T09:02:01,True,False
xbooth,JkflBZa,2021-08-16T03:48:22,True,False
qgould,KN,2022-08-14T08:18:53,False,True
mcoleman,OLcLmSkus,2020-07-26T09:35:07,False,True
brett30,EEno,2020-07-27T12:34:57,True,True
buckjacob,sgSrgLXrsO,2020-11-29T02:57:15,True,True
greenteresa,yFZvDGhhit,2022-09-17T08:41:22,False,True
samanthahill,kjgS,2023-09-25T20:08:33,False,True
amyjacobs,pihMuYDk,2020-11-18T20:10:35,True,False
cyoung,wTDPay,2020-11-01T12:07:37,True,True
rfitzpatrick,FY,2023-06-09T11:05:45,False,True
lori42,YlAGvbvg,2021-06-02T15:48:34,False,True
andrew34,aGx,2020-05-03T18:33:28,False,True
dbarr,QZLiUF,2021-03-04T01:43:02,False,True
scotttimothy,BLgRX,2021-04-09T18:02:54,False,True
yferrell,GTzYaZ,2023-01-12T09:01:57,True,True
cadams,llavarEgx,2020-07-04T22:51:37,False,True
juarezlouis,lq,2021-05-25T03:03:09,False,True
adamsnicole,baq,2022-01-25T13:05:30,True,True
irobinson,OHTuMo,2024-02-05T01:11:09,True,False
gthomas,RspNo,2022-12-11T18:06:48,False,True
michael87,xmchqqST,2020-10-24T02:46:39,False,True
jamierussell,LjxsQ,2021-09-01T03:08:30,True,True
colinfrancis,SjweL,2021-04-23T17:49:24,True,True
brandongaines,tB,2021-03-26T08:47:21,False,True
ericaday,elBM,2020-01-14T19:13:33,False,True
nancy02,qHC,2023-08-14T13:19:22,True,False
cochranjennifer,koPfhaSG,2021-06-21T10:44:42,True,True
johnjohnson,ejuFcQjGbE,2021-01-31T14:45:25,True,True
denise94,yRl,2022-09-28T19:33:50,True,True
mcfarlanddaniel,UIRSPNTAnr,2022-08-15T18:18:29,False,True
duanecurry,NUX,2024-02-08T03:11:54,True,False
branchrandy,WkUedXkVAO,2024-01-14T11:19:16,False,True
travis13,WfhXT,2020-01-09T12:20:51,True,True
javiergonzalez,BrSiX,2022-11-11T04:07:33,True,False
fhale,KVWlnPtiwH,2023-09-07T15:41:30,False,True
jeffrey27,fsEe,2022-03-14T20:35:27,True,False
walter04,VEu,2023-10-28T02:17:54,False,True
adam32,pUk,2023-10-15T10:23:15,False,True
brenda13,bXE,2023-03-18T14:53:07,False,True
ann34,Yz,2020-07-02T14:31:13,False,True
gramos,LUI,2023-07-06T07:31:37,False,True
mary87,isSbOsym,2023-05-24T00:28:40,False,True
aliciasilva,hbaEHF,2020-06-22T07:50:13,True,True
nrobinson,KmaWURBv,2022-03-31T06:32:24,True,True
hpeterson,qeAMJvjn,2021-07-04T05:59:38,True,False
kramererika,JdBfV,2021-06-25T20:43:42,True,False
