UserTag,TweetId,ReplyToTweetId,TimeStamp
millertheresa,tQwJVWK,gxhnL,2024-01-19T00:00:00
fostercarrie,lSVjpnUf,sZJfDlNkk,2023-12-06T00:01:00
jamiegonzalez,qGsExUCiKP,afEihADm,2022-03-13T00:01:00
combsthomas,bEduRKSw,Jdik,2022-01-02T00:01:00
sabrinadecker,PRVovqMq,ScX,2024-02-07T00:00:00
jeremy16,tBCLcFH,pTMC,2021-02-10T00:01:00
jford,SxbqWRD,LEKmmQTrqh,2022-02-26T00:01:00
raymondgoodman,ZGrJGp,lVaepdeFm,2023-10-24T00:00:00
danielle25,izmtD,jwzDXqmxoG,2020-09-11T00:01:00
shanereynolds,nPAtSw,AHNLedo,2023-10-29T00:01:00
peter20,VHYBPiEz,ARftfNGU,2021-07-30T00:01:00
oblevins,lEgeFIVfy,HQzioFzRs,2020-08-06T00:00:00
cainraymond,kwEbf,EXSA,2024-01-02T00:00:00
heatherjohnson,UmtFvHhAZ,lZkgGpfln,2023-03-01T00:00:00
jessicaschroeder,VSjI,sTYPpP,2022-02-07T00:00:00
diazjessica,WXQQm,rEtJNtizr,2023-10-21T00:00:00
mjimenez,GuZ,YXhkyJRZI,2022-05-14T00:01:00
christina70,bSR,LSSduZ,2021-03-02T00:01:00
thompsonsteven,mCScfyk,jbdTepdEh,2022-10-05T00:01:00
maurice97,DUypz,cYPODtye,2022-12-24T00:01:00
nrose,dloQSQr,eVqbF,2021-11-16T00:00:00
pamela87,SxTiRQ,NuBRWPE,2023-04-12T00:00:00
dunnwilliam,ZJmwn,IeNkNmklGz,2023-05-10T00:00:00
kevin40,qBoqSGADV,rjgnDl,2023-12-12T00:01:00
sharicain,gqTTOPKZ,jFnRFgRM,2021-11-21T00:01:00
michaelmiranda,dSKpbkgT,xRTDctlmve,2022-01-17T00:00:00
charlotteholmes,PIojhdtdI,mLT,2020-05-30T00:01:00
medinajohn,ugxhzPwG,gcsiY,2020-10-20T00:00:00
brandongaines,ZBjgzltrOd,vcVfoUuVg,2022-10-04T00:00:00
harringtoncassandra,FrHCIUkvpB,hDECzn,2023-12-26T00:01:00
teresa36,wyGi,TGeXtimOBV,2020-12-21T00:00:00
diana72,WvVgFnPy,kEPb,2024-01-13T00:00:00
hansengina,VTHfP,oYjOly,2024-01-27T00:01:00
andrewpatterson,wLDr,VpqgClzSe,2021-11-28T00:00:00
autumnsparks,IkqrMQ,dWpw,2023-01-27T00:01:00
deanna40,zctEHEH,FoMDOpk,2024-04-01T00:00:00
barneslisa,SAzbYKw,bbSVLbR,2021-06-26T00:01:00
weaverwilliam,OOWXp,uo,2023-06-29T00:00:00
teresachan,zTe,SqHTIpu,2022-04-12T00:01:00
ronaldharris,lTngP,Dj,2020-07-08T00:01:00
hwebb,PJCFkKzXU,yLsBjMIft,2021-12-31T00:01:00
ritashea,gAfIexRVfy,UD,2023-01-07T00:00:00
hamiltonjustin,qlj,WWvLSWh,2021-09-07T00:01:00
nicholsjeff,HIouDSwu,TwZCoWF,2023-01-14T00:01:00
harry57,fVQHrrk,HYlI,2023-04-24T00:00:00
susan88,lXu,vFCTeJA,2022-10-20T00:00:00
gcosta,tsRAQEvwW,cMUaIza,2020-01-22T00:01:00
iallen,rqPjnLcTz,aDDiltz,2024-02-27T00:01:00
raylisa,XyJIrMlOF,RtcQCrx,2022-06-06T00:00:00
rhondaodom,EemrnsVJe,GTuGdGw,2023-11-07T00:00:00
ununez,rgXnd,hMfW,2023-09-15T00:00:00
freemantracey,csp,LcYKaB,2023-09-26T00:01:00
josephmeza,JdEIySaD,Mlkr,2022-09-22T00:00:00
david68,SJYYJ,mKYJvirzk,2020-07-20T00:01:00
tim63,EWwRtfCOmY,krE,2023-09-03T00:01:00
petersonheather,JZtFfZ,RdgHgnRa,2023-03-10T00:01:00
benjaminschmidt,GYJQVxiC,ZhOK,2023-10-18T00:01:00
christina70,deVeSv,fefUnv,2023-03-30T00:01:00
rthomas,Wx,PIHvA,2024-02-15T00:00:00
rebecca70,Wiz,caz,2020-08-08T00:00:00
brandon10,RW,aaNZWg,2022-05-13T00:01:00
david68,oqkCQkZNm,XRGupdiEKz,2023-11-29T00:01:00
jchapman,iH,YfPKa,2024-01-30T00:00:00
tiffany93,oeGMU,DeeCworr,2023-08-07T00:00:00
csanchez,jGdZJgEhKS,CAMrCcC,2022-09-23T00:01:00
qpratt,iqDHrmAREo,RNHSjNtL,2022-12-06T00:00:00
josephwhite,fTzKMEBS,JEyCfGsKqA,2022-01-25T00:00:00
james45,mgr,cmFIExkbM,2024-01-22T00:00:00
ballardjessica,kSj,xzzsKSX,2022-11-10T00:01:00
barbara68,trA,TwbEcCyWE,2022-07-18T00:00:00
elizabeth36,GTuGdGw,TiAIRveHt,2021-06-26T00:01:00
thomasmolina,bwfp,eGXPMYC,2023-02-28T00:00:00
johnsonraymond,KnXWyyvKAe,qnksl,2023-07-18T00:00:00
bnelson,mvOKVAK,sG,2024-02-19T00:01:00
fostercarrie,YjZNquyECh,Ecpk,2023-04-07T00:00:00
pmccullough,QvTNSfN,EzfEMYM,2023-08-28T00:00:00
marcusmcdonald,FCXeRX,DeeCworr,2020-10-10T00:00:00
hmarks,yfeQLAKe,FNwmFNMo,2023-10-11T00:00:00
igarcia,RPUOZuiiuv,jTLSLNsfry,2022-01-21T00:01:00
shannonwilliams,yJR,WklMGwx,2023-01-07T00:01:00
david90,IRUai,RPCDg,2021-04-12T00:01:00
amanda77,cNV,gKHwU,2023-05-01T00:00:00
alex78,ehjd,yaQ,2021-03-29T00:00:00
christinesmith,BUPzlDH,DmzoiAFiE,2023-05-24T00:00:00
garciastephen,VN,oOEqagxBt,2023-03-12T00:00:00
kmelendez,RAEIXdWNlf,RUX,2021-12-27T00:00:00
csanchez,Nj,zmb,2022-10-13T00:00:00
hrandall,SnInlxAV,Nijfpkou,2024-02-28T00:01:00
bharris,uvyqUk,BY,2022-11-06T00:00:00
michael69,IUlomZgy,dV,2022-07-20T00:00:00
gbenson,zO,yayoxP,2023-06-21T00:00:00
alexandriatucker,tiGfzo,vMALuv,2023-01-21T00:00:00
mwatts,GRSDvknP,KutmYdrA,2020-10-31T00:00:00
robertwallace,nWiaqpHb,irKeT,2022-12-18T00:00:00
rachelhoffman,KcBkSOMmp,gTQYvyUxnm,2021-06-08T00:00:00
ashley70,uRFx,jdR,2021-01-08T00:01:00
tony33,sBhDwEyTr,fIpqVJlXz,2023-05-15T00:00:00
alansmith,fF,dO,2022-06-14T00:00:00
christina09,CuEjyaX,wOrg,2023-01-21T00:01:00
alexjarvis,HBX,lD,2022-09-22T00:01:00
desiree09,YuIbqMGak,ZDT,2023-05-15T00:01:00
ryanowen,WBmsZdN,mAWfvujb,2023-03-23T00:00:00
cynthia41,bjtpncVLY,rhHXTCLtAj,2023-05-08T00:01:00
fsherman,kKibV,Lhh,2022-10-15T00:01:00
ashley25,ZBfY,jrQatPl,2023-09-02T00:01:00
melissa09,gClZc,fjkQkSUrBV,2023-06-04T00:01:00
cynthia77,ezKXy,kCkHk,2022-12-17T00:00:00
howardjames,ZL,gZcKFNRgbD,2023-11-21T00:00:00
vrobinson,KnKVjZBFCI,kkCEkcv,2021-06-25T00:01:00
gramos,dV,RfJjrAghlf,2023-01-16T00:00:00
smartin,IC,hsJJXgjM,2023-11-24T00:00:00
fhuffman,ogQvSwLRG,QHxOIAmT,2023-06-08T00:01:00
anthonysnyder,pouqbq,hyAqim,2024-04-09T00:01:00
carpenterjaclyn,LC,PyGAE,2023-03-09T00:01:00
amymoreno,cz,RlOcpaDJO,2022-01-03T00:00:00
amanda73,Dw,gblvGENys,2021-07-25T00:01:00
dphillips,ebcpkk,vFlZhVU,2022-03-22T00:01:00
jim16,SYgyx,lC,2022-06-23T00:00:00
robertnelson,XgAjFCjoOg,hIl,2022-06-07T00:01:00
lewischarles,WxMHFC,gQTXj,2022-06-01T00:01:00
fhernandez,lLfz,BiJUNOTz,2023-05-01T00:01:00
william83,zYzHxpsy,TZRZ,2022-08-21T00:01:00
yrichard,ohg,CtAlUrtV,2023-06-14T00:01:00
blakesanders,by,mAWfvujb,2022-07-28T00:00:00
fharrison,QivH,atWAYLWr,2023-09-29T00:00:00
courtney85,xzBrUwNct,RxsVyVAZ,2023-06-15T00:01:00
abigailpeterson,ZCgXTSIx,kwCOEb,2023-12-07T00:01:00
kevinellis,tK,uZZl,2022-01-23T00:01:00
johnsonmatthew,kVBy,ZCgXTSIx,2022-04-01T00:00:00
austinjade,DluGd,SYgyx,2024-02-23T00:01:00
jennifer03,xrVns,dlKTVYMlLb,2023-10-04T00:00:00
deborah27,Wnn,ClLhjp,2023-12-23T00:00:00
amandaknox,zTS,flGbKbA,2023-08-27T00:01:00
carolyn57,XXXTBNN,YfJ,2022-10-31T00:01:00
michelle45,FJxuerjt,mG,2021-03-11T00:01:00
petersonalexander,iN,jTLSLNsfry,2022-09-09T00:01:00
vanessa60,PdrXxayvni,RRk,2023-08-17T00:01:00
oconnellfrancis,hKSG,aQootjydY,2023-08-18T00:01:00
claudia80,ZHU,ADFCd,2022-12-22T00:00:00
james92,KbKib,EjSLBokYHh,2020-10-02T00:00:00
bgreer,XY,dlKTVYMlLb,2023-12-25T00:01:00
robin11,CtsnUPHvQ,YoItCQoSTr,2022-02-17T00:00:00
alicia25,jPFhJGA,KrbwnlOTne,2022-10-06T00:00:00
krystal16,nEKt,iWIbsaxMe,2022-08-31T00:01:00
heatherkramer,LFyYH,YhVm,2022-07-26T00:00:00
ypaul,BhGQ,XdliqwNmY,2022-08-11T00:01:00
ppaul,oaRru,KcBkSOMmp,2023-06-05T00:00:00
erikbridges,jyVka,fPoFrvA,2022-11-22T00:00:00
hammondgabriel,gqTTOPKZ,nfLUSdBV,2021-11-21T00:01:00
hbradshaw,NMmkhgw,XdJ,2022-07-26T00:00:00
andrew34,YjZNquyECh,EzfEMYM,2022-06-17T00:00:00
tgarza,WNCBvgV,OYgCcTS,2022-02-08T00:00:00
mwatts,SAzbYKw,fzip,2021-09-10T00:00:00
brittany47,FJXrGrI,lgURW,2023-02-10T00:01:00
christopherterry,hAqP,PZPoP,2021-12-07T00:01:00
fyoung,UsHORHHf,RBEcEdYqQ,2022-12-22T00:01:00
sandratorres,ZRYM,zcVfwTLqku,2022-02-04T00:00:00
merrittnathan,Shn,LTRlNdJEU,2022-11-27T00:00:00
jon23,Vvn,cMUaIza,2021-07-14T00:00:00
elizabeth40,HZbJrZXf,ELQevfE,2021-05-14T00:01:00
stacy80,KpFFcczAm,vory,2024-03-16T00:01:00
mark05,kzP,WlCXPnp,2020-06-17T00:01:00
duncanedwin,rftoYIf,iUH,2022-01-10T00:00:00
ocox,yk,DvxEaxa,2022-06-14T00:00:00
teresavaughn,mTcR,IcuSr,2022-04-20T00:01:00
michelle48,WWvLSWh,AaWJCbc,2021-10-26T00:01:00
biancamullen,WQNkAMTCr,oJyKSD,2024-01-31T00:01:00
anthonyfigueroa,cevY,jAelzv,2023-07-20T00:00:00
brewerandrew,FtLzkaMzYT,kSsD,2022-02-07T00:01:00
thomas65,rM,FBcUpHxSE,2021-12-01T00:01:00
jbutler,FNhEUL,Aog,2023-08-01T00:01:00
stevencarey,PXTK,FRfsYNgUdI,2024-01-13T00:01:00
jennifer32,dJBlWSC,QWUlPdlO,2022-01-26T00:01:00
christopherschultz,MJLHjGz,FT,2021-05-15T00:01:00
thompsonpaul,Ope,oFEifuX,2022-06-08T00:01:00
scotthernandez,lcwaArAzgu,zx,2023-09-12T00:01:00
annarios,WAhExfE,RBEcEdYqQ,2022-08-27T00:01:00
jean44,xPtHoblh,BkxLYNbXH,2023-04-27T00:00:00
victoria73,wJIeX,iJe,2023-08-13T00:01:00
hectorrobinson,VEEpRfdTi,nvaLxzlePv,2023-09-13T00:00:00
jim19,nlE,lgDXgXbs,2022-06-11T00:00:00
cartermelissa,gLcnZsQSXf,uKDZDdqW,2022-11-07T00:01:00
vanessa02,QORd,OnVXKfYzLB,2023-04-02T00:01:00
jonessarah,IAGJaBjM,fG,2023-01-27T00:00:00
eric99,tFYb,ms,2022-10-27T00:00:00
rileyherman,iOEb,kNJmGJSRDU,2021-02-15T00:01:00
dcampbell,hsk,yJMKc,2024-03-23T00:00:00
whitneytucker,JPw,GEs,2022-03-27T00:01:00
lisamadden,BHNPE,ItmgE,2023-09-03T00:01:00
melissaanderson,twadBDStee,lYvYdY,2020-05-22T00:01:00
humphreysally,ZKYsXGlzIs,RRJvVncNaI,2023-04-04T00:01:00
lauren42,rmvqAxtO,lMvyMv,2023-05-28T00:00:00
vaguilar,OnBRaqVlvw,CigSaWKB,2023-10-17T00:01:00
